Timestamp,Device Name,MessageType,Data
2025-09-05 13:01:41.914782,Processor,Option,'PrintToTrace,True'
2025-09-05 13:01:57.044920,iPad,Option,'PrintToTrace,True'
2025-09-05 13:02:12.169523,Phone,Option,'PrintToTrace,True'
2025-09-05 13:02:12.171754,MainTP,Option,'PrintToTrace,True'
2025-09-05 13:02:12.172752,MainTP,Command,'AddPanel,BonusRoom0'
2025-09-05 13:02:12.172752,MainTP,Command,'AddPanel,BonusRoom1'
2025-09-05 13:02:12.215649,AVR,Option,'PrintToTrace,True'
2025-09-05 13:02:12.216934,AVR,Event,'OnlineStatus,Online'
2025-09-05 13:02:12.278284,Projector,Option,'PrintToTrace,True'
2025-09-05 13:02:12.279285,Projector,Event,'ConnectionStatus,Disconnected,None'
2025-09-05 13:02:12.280282,MainTP,Command,'HideAllPopups'
2025-09-05 13:02:12.280282,MainTP,Command,'ShowPage,Start Page'
2025-09-05 13:02:12.371748,iPad,Event,'DisplayStateChanged,Unavailable'
2025-09-05 13:02:12.371748,iPad,Event,'DisplayTimerChanged,Unavailable'
2025-09-05 13:02:12.371748,iPad,Event,'DisplayTimerEnabledChanged,Unavailable'
2025-09-05 13:02:12.372741,iPad,Event,'InactivityTime,0'
2025-09-05 13:02:12.372741,iPad,Event,'LightDetectedStateChanged,Unavailable'
2025-09-05 13:02:12.372741,iPad,Event,'SleepTimerChanged,Unavailable'
2025-09-05 13:02:12.372741,iPad,Event,'SleepTimerEnabledChanged,Unavailable'
2025-09-05 13:02:17.291192,Projector,Command,'Connect'
2025-09-05 13:02:17.918696,Projector,Event,'ConnectionStatus,Connected,None'
2025-09-05 13:02:17.919696,MainTP,Command,'SetText,Label,100,None,Projector\nStatus'
2025-09-05 13:02:23.330506,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 13:02:27.431859,Phone,Event,'DisplayStateChanged,Unavailable'
2025-09-05 13:02:27.431859,Phone,Event,'DisplayTimerChanged,Unavailable'
2025-09-05 13:02:27.431859,Phone,Event,'DisplayTimerEnabledChanged,Unavailable'
2025-09-05 13:02:27.432784,Phone,Event,'InactivityTime,0'
2025-09-05 13:02:27.432784,Phone,Event,'LightDetectedStateChanged,Unavailable'
2025-09-05 13:02:27.432784,Phone,Event,'SleepTimerChanged,Unavailable'
2025-09-05 13:02:27.432784,Phone,Event,'SleepTimerEnabledChanged,Unavailable'
2025-09-05 13:02:27.941329,Projector,Command,'UpdatePower,None'
2025-09-05 13:02:27.941329,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:02:28.215934,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:02:28.216851,Projector,Event,'Power,Off,None'
2025-09-05 13:02:28.216851,MainTP,Command,'SetStateButton,101,None,0'
2025-09-05 13:02:28.217849,MainTP,Command,'SetTextButton,101,None,Off'
2025-09-05 13:02:28.217849,MainTP,Command,'ShowPage,Start Page'
2025-09-05 13:02:28.217849,MainTP,Command,'HideAllPopups'
2025-09-05 13:02:28.217849,Projector,Event,'Input,None,None'
2025-09-05 13:02:28.217849,Projector,Event,'DisplayMode,None,None'
2025-09-05 13:02:33.536481,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 13:02:38.246434,Projector,Command,'UpdatePower,None'
2025-09-05 13:02:38.246434,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:02:38.507614,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:02:44.162423,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"Timestamp,Device Name,MessageType,Data
2025-09-05 13:02:48.514589,Projector,Command,'UpdatePower,None'
2025-09-05 13:02:48.514589,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:02:48.976402,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:02:54.639331,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 13:02:58.985549,Projector,Command,'UpdatePower,None'
2025-09-05 13:02:58.985549,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:02:59.321507,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:03:06.049218,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 13:03:09.337200,Projector,Command,'UpdatePower,None'
2025-09-05 13:03:09.338229,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:03:09.570004,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:03:16.391582,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 13:03:19.592466,Projector,Command,'UpdatePower,None'
2025-09-05 13:03:19.592466,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:03:19.841707,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:03:26.828323,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 13:03:29.857652,Projector,Command,'UpdatePower,None'
2025-09-05 13:03:29.857652,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:03:30.042829,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:03:37.241095,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 13:03:40.055688,Projector,Command,'UpdatePower,None'
2025-09-05 13:03:40.055688,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:03:40.284062,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:03:47.424430,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"Timestamp,Device Name,MessageType,Data
2025-09-05 13:03:50.300684,Projector,Command,'UpdatePower,None'
2025-09-05 13:03:50.300684,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:03:50.670410,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:03:57.919663,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 13:04:00.682126,Projector,Command,'UpdatePower,None'
2025-09-05 13:04:00.682126,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:04:01.099200,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:04:09.257945,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 13:04:11.104579,Projector,Command,'UpdatePower,None'
2025-09-05 13:04:11.104579,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:04:11.274010,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:04:19.627612,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 13:04:21.285979,Projector,Command,'UpdatePower,None'
2025-09-05 13:04:21.285979,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:04:21.564546,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:04:29.930917,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 13:04:31.576842,Projector,Command,'UpdatePower,None'
2025-09-05 13:04:31.576842,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:04:31.949710,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:04:40.462358,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 13:04:41.966563,Projector,Command,'UpdatePower,None'Timestamp,Device Name,MessageType,Data
2025-09-05 13:04:41.966563,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:04:42.336387,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:04:50.760031,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 13:04:52.351770,Projector,Command,'UpdatePower,None'
2025-09-05 13:04:52.351770,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:04:52.737314,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:05:01.369415,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 13:05:02.751120,Projector,Command,'UpdatePower,None'
2025-09-05 13:05:02.751120,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:05:03.199493,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:05:13.208078,Projector,Command,'UpdatePower,None'
2025-09-05 13:05:13.208078,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:05:19.262082,Processor,Event,'OnlineStatus,Online'
2025-09-05 13:05:34.410206,iPad,Event,'OnlineStatus,Offline'
2025-09-05 13:05:49.545876,Phone,Event,'OnlineStatus,Offline'Timestamp,Device Name,MessageType,Data
2025-09-05 13:05:49.650303,AVR,Event,'OnlineStatus,Online'
